DAY,MONTH,YEAR,PRECIPITATION ,MAXIMUM TEMPERATURE ,MINIMUM TEMPERATURE ,WIND SPEED,HUMIDITY ,SOLAR RADIATION,MAXIMUM DEMAND (IN MW)
1,1,2019,0,22.3,5.8,9.4,70.1,160.9,4472
2,1,2019,0,22.7,7.9,11.2,70.6,164.5,4228
3,1,2019,0,19.9,7,21.1,83.1,166.9,4331
4,1,2019,0,17.7,8,21.5,87.3,134.3,4461
5,1,2019,0,20.9,7.6,21.6,78.8,165.6,4170
6,1,2019,5.552,19.2,10.5,22.3,81.6,129.3,3956
7,1,2019,0,19.5,8,11.2,86.7,168.4,4301
8,1,2019,0,19.6,8,15,84.5,158.7,4232
9,1,2019,0,20.3,7,24.3,74.2,173.4,4332
10,1,2019,0,20.5,7.5,11.2,72,174.8,4250
11,1,2019,0,21.5,6.7,9.4,71.9,170.7,4416
12,1,2019,0,22,8.8,11.2,72.2,158.7,4282
13,1,2019,0,22.4,9.6,14.8,74.2,162.9,4055
14,1,2019,0,19,9,24.6,64.5,184.2,4261
15,1,2019,0,18.7,6,18.4,71.1,177.5,4280
16,1,2019,0,20,6.2,9.4,73.3,154.5,4304
17,1,2019,0,21.7,6.3,14.8,74.6,180.8,4154
18,1,2019,0,20.8,6,22.8,78.4,182,4368
19,1,2019,0,25.1,7.7,9.4,71.6,174.5,4088
20,1,2019,0,28,9.5,9.4,63.9,165.8,4100
21,1,2019,10.507,23,13,26.5,79.2,122.9,4019
22,1,2019,29.553,18,13,22.3,95,125.1,3883
23,1,2019,0,18.4,9.8,11.2,93.4,131,4202
24,1,2019,2.701,20.8,11,20.5,86.7,165,4094
25,1,2019,2.552,18,10.5,13,83.5,163.4,4286
26,1,2019,0,18.8,7.3,14.8,70.3,190.7,3582
27,1,2019,0,18.5,5.1,31.8,77.9,170.3,4053
28,1,2019,0,18.8,6,24.6,72.6,197.9,4210
29,1,2019,0,19.8,6,16.6,69.3,198.4,4266
30,1,2019,0,20.2,6.8,13.6,69.6,180.7,4223
31,1,2019,0,20.8,10,16.1,72.6,179.9,4223
1,2,2019,0,21,11.9,15.4,81.4,156.2,4349
2,2,2019,0,17.6,8,21,95.1,195.5,4155
3,2,2019,0,19.6,10,15.6,91.4,198,4386
4,2,2019,0,22.6,8,11.2,81.5,197.9,4212
5,2,2019,0,24.6,10.2,10,77.4,161.5,4138
6,2,2019,0.681,25,13.3,21.8,84.6,159.9,4132
7,2,2019,7.033,18.2,13.3,33.2,93.7,86.3,4096
8,2,2019,0,20.1,8,17.7,78.6,178.2,4318
9,2,2019,0,20,8,18,76.4,212.2,4022
10,2,2019,0,20.6,7,22.4,76.9,175.9,4023
11,2,2019,0,21.8,9.2,11.2,73.9,174.6,4033
12,2,2019,0,22.9,11.3,7.6,78.7,182.5,4086
13,2,2019,0,25,12.4,11.6,73.6,197.8,4007
14,2,2019,9.806,21,15.1,18.4,86.2,104,3959
15,2,2019,0.1,21.5,13.8,15.6,85.8,136.3,4105
16,2,2019,0,19.2,13,16.6,91.4,128,3905
17,2,2019,0,21,11,20.3,83.5,210.4,4071
18,2,2019,0.63,24.8,12.3,21.3,73,157.5,3839
19,2,2019,0,23.9,13.2,12,79.7,203.1,3909
20,2,2019,2.171,20.8,15,11.4,87.5,86.6,3955
21,2,2019,0,27.8,15,15.4,71.6,199.3,3881
22,2,2019,0,23,15,24.5,78.5,214.4,3907
23,2,2019,0,22,9,29.4,66.5,230.8,3657
24,2,2019,0,23.6,13,16.6,65.4,232.7,3747
25,2,2019,1.851,25,11,22.3,65,194.1,3688
26,2,2019,0.17,21,11.7,24.1,67.7,192.5,3760
27,2,2019,0,19,11.3,14.8,71.7,200.4,3957
28,2,2019,0,21.3,9,23.5,69.4,234.7,3911
1,3,2019,0,23.3,8.7,16.6,62.9,243.4,4016
2,3,2019,6.391,18.7,13,18.4,81.3,106.9,3744
3,3,2019,2.722,22.1,12,18.4,85.2,158.6,3844
4,3,2019,0,23.7,12.3,15.4,80.9,213.4,3986
5,3,2019,0,23,12,18,72.4,225.1,3735
6,3,2019,0,24.1,11,16.2,65.8,251,3835
7,3,2019,0,26,10.4,15.9,62.1,252.4,3661
8,3,2019,0,26,13.2,14.4,63.1,239.3,3839
9,3,2019,0,26.2,14.2,14.8,60,236.5,3498
10,3,2019,0,26.8,11.5,16.6,56.4,261.9,3498
11,3,2019,0.555,27.8,14.5,23.8,59.5,207.5,3564
12,3,2019,0,27,15.2,14.8,61.3,232.9,3479
13,3,2019,0,24.8,16,11.2,61.8,153.3,3584
14,3,2019,0.77,24,13.4,18.4,73.2,197,3630
15,3,2019,0,25.8,11,13,71.5,266.8,3776
16,3,2019,0,26,13,14.8,66.1,257.2,3461
17,3,2019,0,27.8,14,14.8,60,267,3418
18,3,2019,0,28.1,13.8,16.6,61.9,263.1,3550
19,3,2019,0,30.9,14.7,11.2,59.6,259.1,3507
20,3,2019,0,34,17.4,16.1,51.7,240.1,3527
21,3,2019,0,31.5,18.8,16.6,51.5,246.4,2356
22,3,2019,0,29.8,17,24.3,45.9,280.3,3095
23,3,2019,0,30.1,16,22.3,49.8,280.4,3142
24,3,2019,0,31.9,15,15.1,51.6,261.5,3152
25,3,2019,0,30.1,17,14.8,61,225.4,3361
26,3,2019,0,30,16,22.4,58.9,281.2,3402
27,3,2019,0,31.2,16,18,51.5,263.1,3516
28,3,2019,0,35,17.6,9.7,54.4,275.3,3512
29,3,2019,0,36.7,20.5,13.5,53.4,263.7,3749
30,3,2019,0.255,39,22,18,50,252.1,3646
31,3,2019,0,34.1,22.4,23.2,42.4,291.6,3330
1,4,2019,0,33.8,16,21.1,41.5,298.2,3565
2,4,2019,0,35,17.7,14.2,42.2,297.5,3662
3,4,2019,0,36.2,19,15.4,42.3,292.7,3762
4,4,2019,0,39,20.7,14.1,44.5,290.2,4086
5,4,2019,0,40,21.5,23,44.1,274.4,4255
6,4,2019,0,38.6,23.9,11.4,38,265.5,3949
7,4,2019,5.851,35,23,32.5,55.2,232.6,3951
8,4,2019,0,36,21.8,17.2,53.2,278.2,4229
9,4,2019,0,37,22.3,11.2,48.7,290.5,4267
10,4,2019,0,38.8,22.9,15.5,44.5,280.7,4404
11,4,2019,0,38.9,24.5,15.3,38.4,282.9,4661
12,4,2019,0.625,37,25,17.8,42.4,280.3,4582
13,4,2019,0,38,23.7,25.4,38.7,277.1,4179
14,4,2019,0,39,24,18.4,37,293.3,4179
15,4,2019,0,40,27,18,33.6,287.6,4798
16,4,2019,1.2,30.5,21,27.7,58.9,161.4,4515
17,4,2019,0.544,28.8,19,25.4,66,191.9,3708
18,4,2019,0,30.8,18,11.5,59.5,274.3,3710
19,4,2019,0,32,19,14.4,51.8,272.3,3707
20,4,2019,0,34.8,15.9,9.4,47.3,284.9,3728
21,4,2019,0,37.2,22.3,16.3,39.5,289.3,3880
22,4,2019,0,38.2,23.8,16.4,41.5,296.7,4588
23,4,2019,0,40.4,24.4,12.9,40,305.2,4930
24,4,2019,0,41.4,28.8,18.3,38.5,294,5263
25,4,2019,0,42.2,28.7,16.6,46.1,282.6,5552
26,4,2019,0,40.4,26.1,20.5,35.3,307.6,5315
27,4,2019,0,41,27,25.3,27.2,322.2,4946
28,4,2019,0,41.2,26,18.3,24.5,325.9,5087
29,4,2019,0,42.2,25,15,25.5,319.1,5386
30,4,2019,0,43.2,25.3,13.6,26.7,306.6,5664
1,5,2019,0,41.4,26,11.2,32.3,309.4,5472
2,5,2019,0,39.7,27.4,21,37.8,272.9,5808
3,5,2019,4.448,38.9,24.2,47.7,44.8,282.8,5377
4,5,2019,0,39,23.8,21.6,36.1,326.5,4836
5,5,2019,0,39.2,21.6,18,28.5,330.1,4994
6,5,2019,0,41,24.5,21,29.4,330.1,5272
7,5,2019,0,41.2,23.8,21,31.4,318.7,5511
8,5,2019,0,41.9,25.8,22.7,31.5,323,5680
9,5,2019,0,41.8,29,21.6,29.4,327.1,5829
10,5,2019,0.1,41.2,29.9,20.5,32.3,311.8,5985
11,5,2019,0,39.2,25,15.6,40.1,301,5522
12,5,2019,0,38.4,27,19.7,41,314.6,5450
13,5,2019,3.896,40,25,26.1,46,303.4,5565
14,5,2019,0,35.1,24,14.2,52.5,290.3,5242
15,5,2019,1.747,35,23,17.7,59.1,297,5172
16,5,2019,0,36.2,25.2,33.2,54.2,297.3,4971
17,5,2019,12.344,36.8,21,16.6,62.3,252.2,4933
18,5,2019,0,32.8,21,20.8,64.5,279.5,4277
19,5,2019,0,37.2,24.3,17.2,44.4,311.5,4603
20,5,2019,0,40,24.8,18.5,37.7,314,5237
21,5,2019,0,41.2,26.5,14.3,35.7,300.4,5510
22,5,2019,0,39,27.4,14.1,41,268.3,5575
23,5,2019,4.299,40.1,25.6,27.7,48.4,276.6,5737
24,5,2019,0,33,25.3,24.1,59.7,273.3,5094
25,5,2019,0,37,26,23.9,44.9,300.2,5107
26,5,2019,0,39.2,24.5,16.7,34.1,328.1,5236
27,5,2019,0,42.2,26.4,19.9,27.6,316.3,5599
28,5,2019,0,42.3,24.5,25,23.4,334.2,5795
29,5,2019,0,43.2,26.3,18.2,26.6,315.9,6020
30,5,2019,0,45,28.6,16.8,25.9,324.6,6240
31,5,2019,0,45.2,29.6,14.8,24.9,323.7,6461
1,6,2019,0,43.2,29.5,14.8,33.9,314.7,6462
2,6,2019,0,42.4,32,20.5,45.5,305.1,6560
3,6,2019,0,40.8,30.9,20.5,47.2,307.2,6612
4,6,2019,0,41,29.9,18.4,45.1,305,6580
5,6,2019,0,43,31,14.8,41.1,294.8,6507
6,6,2019,0,44,30.3,18.4,34.6,294.5,6661
7,6,2019,0,40.2,27.3,16.6,46,312.6,6475
8,6,2019,0,43,29.7,14.4,39,309.9,6387
9,6,2019,0,45,28.9,18,31.8,324.3,6442
10,6,2019,0,47,29.4,15.4,26,316.3,6690
11,6,2019,0,45,33.6,24.6,25.2,291.2,6792
12,6,2019,0,41.2,30.2,19.2,38.6,265.4,6904
13,6,2019,0,41.4,30,16.6,40.4,293.2,6874
14,6,2019,0,43.4,30.8,23.2,30.4,316.5,6571
15,6,2019,0,43.2,29.5,22,26.9,300.6,6560
16,6,2019,0.23,36,28,32.2,53.4,269.5,6415
17,6,2019,0.34,32.6,26.3,26,52.5,279.3,5920
18,6,2019,7.913,35,22,23.3,62.3,263.1,4991
19,6,2019,0,37,26,14.8,56,286.6,5266
20,6,2019,0,39,25,15.7,52.8,299.2,5692
21,6,2019,0,39.2,29.2,14.1,50.2,269.7,5950
22,6,2019,0,40.2,28.2,16.6,45,293.6,6175
23,6,2019,0,40.1,29,18.4,53.6,286.2,6131
24,6,2019,0,35.2,28,17.7,66.4,258.6,5957
25,6,2019,0,38.8,28.9,13,60,243.5,6443
26,6,2019,0,41.2,30.8,18.3,48.7,291.6,6632
27,6,2019,0,39,30.1,15.4,46.5,288.6,6540
28,6,2019,0,41.4,28.6,19,43.4,291.1,6622
29,6,2019,0,42.2,31.3,22,36.6,284.1,6769
30,6,2019,0,42.3,32.1,21,38.5,283.4,6683
1,7,2019,0,41.2,31.6,14.8,42.6,282.2,7241
2,7,2019,0,41,31.3,14.8,48.4,274.6,7409
3,7,2019,0,38.5,30.7,20.5,54.1,251.4,7095
4,7,2019,1.236,37,27,18.4,69.6,212.7,6885
5,7,2019,21.565,34,28,24.1,78.6,201.1,6132
6,7,2019,0,36.5,27.5,11.3,68.6,239.3,6037
7,7,2019,0,35.8,28.4,18.4,68.4,275.5,6266
8,7,2019,0.1,36,29,14.8,66.9,241.3,6488
9,7,2019,0.34,34,29,15.1,70.1,204.3,6180
10,7,2019,0,37.2,29.1,17.3,63.2,224.2,6616
11,7,2019,0,39,32,22.7,53.4,235.6,6851
12,7,2019,0,38.1,31.5,19.9,55.7,256.8,6789
13,7,2019,0,39.2,32,23.3,51.4,261.8,6657
14,7,2019,0,37.4,30.8,18.4,56.2,217,6494
15,7,2019,28.552,34.4,23.8,29.4,77,210.5,5974
16,7,2019,2.642,36,25.7,14.8,78.6,95,5036
17,7,2019,19.911,31.8,24,14.8,85,111.9,4868
18,7,2019,21.709,30,23,11.2,86.5,175,4701
19,7,2019,0,36,26.2,9.6,70.6,244.8,5727
20,7,2019,9.747,35.7,26,26,79.9,233.6,5509
21,7,2019,42.876,36.2,25.8,14.8,82.8,191.3,5233
22,7,2019,3.403,35.8,27.2,19.1,82,222.5,5837
23,7,2019,0,37.2,29.4,16.7,70.2,220.5,6486
24,7,2019,17.863,38.2,27.9,24.1,71.9,221.4,6617
25,7,2019,0.515,29.8,27,14.6,83.6,89.4,5633
26,7,2019,10.149,31.6,26.8,14.8,88.5,124.5,5120
27,7,2019,3.046,31.8,26,16.6,90.4,112.4,4665
28,7,2019,5.403,33.7,26.8,16.6,84.5,179,5101
29,7,2019,0,35.6,28,16.6,76.8,236.8,5609
30,7,2019,0,34.6,28,14.8,75.8,198,5651
31,7,2019,5.2,33.9,28,20.5,76.9,112.6,5773
1,8,2019,0,35.9,28.8,12.6,73.2,173.4,5972
2,8,2019,1.494,34.6,28,13.8,80,167.7,5791
3,8,2019,2.282,32.4,28,11.5,85.1,154.8,5449
4,8,2019,3.966,35.2,27.9,10.8,85.3,118.3,5576
5,8,2019,0.415,36.4,28,11.2,82.9,206,6055
6,8,2019,35.527,30,24.4,16.6,94.2,146.5,5699
7,8,2019,0,33.8,26.8,14.8,81.8,174.8,5529
8,8,2019,0,37.5,28,14.1,73.7,225.8,6133
9,8,2019,0.766,33.7,29,21.2,71.7,200.4,5874
10,8,2019,0,33.6,27,22.3,78.7,191.2,5449
11,8,2019,0,36,27,11.3,72.2,235.2,5795
12,8,2019,1.111,35,28,11.2,80.8,206.1,5713
13,8,2019,12.24,35,27,17.7,85.3,186.7,5696
14,8,2019,8.585,33.8,26,10.1,87.5,180.7,5522
15,8,2019,6.942,34.4,25.3,18.3,81,184.2,5344
16,8,2019,1.761,31.8,27,20.5,83,174.5,5119
17,8,2019,11.342,28,26,16.6,93,67.5,4921
18,8,2019,33.009,29.7,25.9,17.1,90.8,106.8,4415
19,8,2019,0.045,33.8,25.8,14.8,76.2,201.5,5205
20,8,2019,0,34.8,28,16.6,75.3,237.2,5449
21,8,2019,0,35.8,27,12.9,72.2,266.4,5864
22,8,2019,0.17,34.3,26.8,11.2,74.9,242.3,5555
23,8,2019,0.51,35.8,27,15.7,69.9,231.2,5846
24,8,2019,0.299,33,27.9,13.3,76.7,185.8,5700
25,8,2019,2.469,33.5,26,13,84.2,142.1,4939
26,8,2019,0,34.7,26,13.3,75,224.6,5686
27,8,2019,0,35.9,28,12.3,69.9,240.7,6100
28,8,2019,0,37.6,28,11.8,68.7,255.4,6376
29,8,2019,0,37.5,29,14.8,69.4,222.6,6473
30,8,2019,0,35.8,28,9,70.9,223.5,6470
31,8,2019,0.809,35.8,30,9.8,69.7,230,6285
1,9,2019,0.34,32.8,27,19.1,78.9,124.9,6095
2,9,2019,0,35.8,27,10.6,72.8,229.1,6193
3,9,2019,0,35.8,29,10.8,72.8,199.7,6333
4,9,2019,0,35.6,29,13,76.9,164.7,6284
5,9,2019,0,35.5,28,18.4,76.3,202.5,6172
6,9,2019,0.03,36.2,29,18.4,75.5,220.5,6216
7,9,2019,39.98,34.8,27,14.8,79.4,164.9,5835
8,9,2019,39.98,35.2,27,13,75,234.5,6051
9,9,2019,0,36.2,29,14.8,67.2,221.3,6241
10,9,2019,0,36.7,28.4,11.2,65.1,237,6391
11,9,2019,0,38,29,9.4,64.5,229.9,6626
12,9,2019,0,36.6,30,20.6,72.2,178.8,6565
13,9,2019,0,35.8,28,13,73.3,218.1,6397
14,9,2019,0,34.8,28,14.1,71.7,148.6,6173
15,9,2019,1.835,33.6,28,13,78.2,166.2,5824
16,9,2019,0,36,27.9,9.4,71.6,221.1,6179
17,9,2019,0.493,36,28,14.1,68.1,197.2,6091
18,9,2019,0.1,34.7,26.8,18.4,69,204.8,5838
19,9,2019,0.03,31.8,25.9,16.6,75.7,183.2,5593
20,9,2019,0,34.6,25.8,13,72,214.7,5401
21,9,2019,24.494,34.6,24,13.4,79.3,197.7,5244
22,9,2019,0.03,29,24,15.8,85.3,185.2,4633
23,9,2019,0,31.8,24,11.2,79.1,185.5,4630
24,9,2019,0,33.6,24.4,12.9,75.5,207.3,4798
25,9,2019,0,34.6,24,11.8,75.5,208.2,4990
26,9,2019,0,33.1,26,16.6,75,180.3,4872
27,9,2019,0,31.6,25,14.8,77.7,132.2,4735
28,9,2019,0,31.7,24.8,18.4,77.8,186.4,4366
29,9,2019,0.305,30.8,24,14.4,80.6,58.6,3909
30,9,2019,0.299,30.9,24,14.8,80.7,151.3,4319
1,10,2019,0.299,31.9,24,11.2,79,152.7,4459
2,10,2019,0,32.8,23,7.7,73.6,202.2,3852
3,10,2019,44.312,34.1,21.5,16.7,72.2,222.3,4605
4,10,2019,0,30.8,22.6,15,76.9,208.5,4345
5,10,2019,0,31.8,22,15.4,65.4,229.3,4014
6,10,2019,0,32.8,22,11.3,66.8,229.9,3726
7,10,2019,0,31.6,23,17.3,67.2,219.4,4053
8,10,2019,0,31.6,21,15.1,61.4,226.5,3384
9,10,2019,0,33.4,21.5,7.9,62.9,176.9,4147
10,10,2019,0,33.7,21.6,11.2,60.1,195.9,4193
11,10,2019,0,32.6,21.1,9.3,61.9,212.7,4213
12,10,2019,0,32.8,22,9.4,63.8,217.5,4025
13,10,2019,0,32.8,22,9,62.4,205.3,3800
14,10,2019,0,33.8,21.4,7.2,63.9,212.7,4236
15,10,2019,0,33.8,21.5,9.4,63.4,207.2,4305
16,10,2019,0.134,33.6,22.6,8.2,65.3,204.8,4317
17,10,2019,0,33,22.7,9.4,65.3,192.9,4312
18,10,2019,0,33.8,22.2,37.1,59.9,195.2,4334
19,10,2019,0,32,21.7,13,58.9,204.3,4006
20,10,2019,0,31.8,20,12.1,57.7,219.2,3660
21,10,2019,0,31.6,18.6,16.6,57.1,216.5,3958
22,10,2019,0,30.8,18,14.1,57.2,211.1,3891
23,10,2019,0,31.8,17.8,11.5,56.6,213.4,3923
24,10,2019,0,31,18.6,7.6,63,205.6,3954
25,10,2019,0,30.5,19.5,11.1,62.1,194.7,3911
26,10,2019,0,30,18.6,9.4,64.2,197.7,3480
27,10,2019,0,31.1,18.9,15.4,60.2,207,3067
28,10,2019,0,29.8,18.9,11.2,59.2,202.5,2905
29,10,2019,0,28.6,19.7,5.4,69.2,145.2,3153
30,10,2019,0,30.6,20.7,9.4,62.8,166.3,3513
31,10,2019,0,31.8,18.7,11.2,64.2,195.8,3547
1,11,2019,0,31.6,18.4,11.2,67,184.4,3513
2,11,2019,0.045,29,20,16,71.2,152.6,3259
3,11,2019,0.255,27,19,15.8,77.7,177.3,3116
4,11,2019,0,29,19,13.6,68.7,188.9,3560
5,11,2019,0,29.8,18,21.5,58.8,195.2,3537
6,11,2019,0,31.6,16.6,11.2,52.8,167.1,3600
7,11,2019,0.771,24.7,18,14.8,71.8,109.8,3437
8,11,2019,0.3,29.4,17.2,11.2,69.3,171.9,3478
9,11,2019,0,29.3,16,16.6,63.6,189,3188
10,11,2019,0,28.6,16.2,13.3,60.1,187.4,3128
11,11,2019,0,27.7,14.8,11.2,56.1,183.7,3235
12,11,2019,0,27,14,13,58.2,188.3,3253
13,11,2019,0,28,14.6,9.4,62.8,160,3348
14,11,2019,0,26,16.8,9.4,69.7,155.5,3480
15,11,2019,0,27.4,17,9.4,70.6,165.7,3631
16,11,2019,0,28.8,17.8,22.3,63.2,176.8,3273
17,11,2019,0,28.6,15,16.6,63.9,180.6,3253
18,11,2019,0,25,15,18.4,66.6,179.3,3355
19,11,2019,0,26.3,13.9,11.2,63,179,3410
20,11,2019,0,27.4,14.1,9.4,63.1,175.1,3440
21,11,2019,0,27.9,13.8,9.4,64.2,170.9,3403
22,11,2019,0,27.1,14,9.4,59.3,167.6,3546
23,11,2019,0,26.2,15.4,13,63,130.7,3373
24,11,2019,0,26.2,15,13,66.9,129.8,3329
25,11,2019,0,27,15.2,9.4,65.7,161.5,3405
26,11,2019,0,28,17.1,18.4,60.1,138.4,3416
27,11,2019,0,26.5,15.9,16.6,70.4,140.5,3499
28,11,2019,0.119,22.4,16.8,22.3,75.3,112.6,3442
29,11,2019,0,24.2,14.1,11.2,76.6,123.6,3572
30,11,2019,0,21.9,13,13.5,82.3,166.5,3405
1,12,2019,0,22.8,11.2,16.6,73.1,168.3,3400
2,12,2019,0,22.6,10.2,18.4,68.8,170.4,3495
3,12,2019,0,23.9,10,16.6,60.2,171.5,3586
4,12,2019,0,23.2,9.2,9.4,59.9,166.7,3639
5,12,2019,0,22.4,9.1,9.4,65.8,158.5,3574
6,12,2019,0,23.7,10.2,13,74.2,144.8,3793
7,12,2019,0,23.8,10.8,11.2,76.6,164.2,3546
8,12,2019,0,23,10.7,11.2,73.9,164.9,3595
9,12,2019,0,22.9,9.7,9.4,67.4,164.8,3600
10,12,2019,0,22,9.4,9.2,70.4,164,3665
11,12,2019,0,22.5,9.7,11.2,70,139.2,3851
12,12,2019,27.045,21,14.2,20.5,75.4,107.2,3736
13,12,2019,7.34,19,13.3,18.4,90.9,61.9,3975
14,12,2019,0,18.3,12,9.4,82.7,96.7,3868
15,12,2019,0,18.8,10,14.8,87.3,134.9,3874
16,12,2019,0,12.6,10.9,14.8,93.7,129.9,3938
17,12,2019,0,12.1,8.7,14.8,86,157.5,4079
18,12,2019,0,17.5,8.4,14.8,85.8,160,4312
19,12,2019,0,14.5,6.9,9.4,92.8,146,4256
20,12,2019,0,16.4,9,12.4,94.6,156.7,4628
21,12,2019,0,17,9.6,13,92.7,98.9,4202
22,12,2019,0,14,9,15,96.1,155.9,4346
23,12,2019,0,12,6.9,13,93.8,162.9,4488
24,12,2019,0,15.4,7.5,9.4,90.9,112.4,4636
25,12,2019,0,11.1,7,14.8,94.8,158.8,4770
26,12,2019,0,12.5,6.1,13,89.9,155.4,4920
27,12,2019,0,13.2,5.5,9.4,86.3,137.1,4976
28,12,2019,0,12.5,3,9.4,95,132.1,4709
29,12,2019,0,14.8,4.6,11.2,89.3,125,4832
30,12,2019,0,9.1,4.7,11.2,98.4,107.1,5060
31,12,2019,0,14.2,4.7,11.2,83.3,138.7,5245
1,1,2020,0,19.6,3.8,14.8,80.8,154.6,5226
2,1,2020,0,21.7,6.4,9.4,76.2,153.9,4804
3,1,2020,0,22,9.4,13,77.3,147.8,4811
4,1,2020,0,21.1,9.4,14.8,77.9,148.3,4255
5,1,2020,0,20.2,8.6,16.6,73,161.5,4233
6,1,2020,0,18.9,11,13,76.7,72.7,4473
7,1,2020,3.432,18,13,14.8,83.5,101.4,4399
8,1,2020,17.373,14.2,11,18.4,94.8,60.2,4340
9,1,2020,0,14,8,16.6,89.1,172.6,4685
10,1,2020,0,17,6,15.5,84.6,176.2,4875
11,1,2020,0,19,7,14.8,76.9,154.7,4553
12,1,2020,0,21.8,8.3,13,74.7,169,4545
13,1,2020,0.83,21,9.6,19.1,80.1,128.5,4490
14,1,2020,0,16.1,10,13,89.7,93.5,4600
15,1,2020,0,19.1,8.2,11.2,85.2,168.1,4573
16,1,2020,4.045,15.2,8,11.2,90.1,110.9,4402
17,1,2020,2.39,16.7,11.4,13,91.4,111.9,4602
18,1,2020,0,16.5,10.5,11.2,88.2,117.7,4320
19,1,2020,0,15.8,7.9,16.9,92.1,165.9,4578
20,1,2020,0,15.3,8,13,94.8,150.6,4653
21,1,2020,0,19.7,10.3,11.2,87.7,159.2,4468
22,1,2020,0,16.4,8.3,14.8,92.9,181.2,4630
23,1,2020,0,19.8,9,19.3,70.4,190.6,4401
24,1,2020,0,20.3,6,22.3,66.2,191.9,4632
25,1,2020,0,19.5,7,12.2,68.9,187.1,4305
26,1,2020,0,22.2,8,14.8,73.6,184.4,3764
27,1,2020,0,22,10.3,16.6,72.5,122.9,4293
28,1,2020,8.701,21.1,13,22.3,88.1,134.2,4318
29,1,2020,4.253,20,11,13.2,83.1,148.1,4371
30,1,2020,0,19.4,9,18.4,82.2,190.1,4180
31,1,2020,0,18.7,7,13.4,80.4,187.9,4484
1,2,2020,0,19.1,7.6,14.8,76.1,182.4,4073
2,2,2020,0,18.4,7,18.4,80.6,200.2,4325
3,2,2020,0,21,6.8,12.4,70.3,203.3,4269
4,2,2020,0,21.4,7.6,14.8,67.6,199.5,4126
5,2,2020,0,20.9,8.7,16.6,75,198.1,4190
6,2,2020,0,19,7.6,11.2,75.1,203.6,4386
7,2,2020,0,19.2,7.5,14.8,74,184.3,4447
8,2,2020,0,20.5,8.8,18.4,73.6,208,3950
9,2,2020,0,21.7,8,61.3,75,211.5,4138
10,2,2020,0,20.5,7,13,74.7,214,4097
11,2,2020,0,22.2,7.8,11.2,71.8,214.2,4144
12,2,2020,0,23.9,10,22.3,76.5,209.3,4182
13,2,2020,0,27,11,22.3,67.4,210.5,4008
14,2,2020,0,24.4,13.1,25.9,60.5,220.6,4297
15,2,2020,0,25,10,25.9,56.5,223.8,4003
16,2,2020,0,26.1,10.7,14.8,59.9,225.5,3872
17,2,2020,0,25.9,10.9,22.3,64.7,226.4,3762
18,2,2020,0,25.2,11,20.5,55.3,229.4,3876
19,2,2020,0,26,10,22.3,59.4,204.4,3888
20,2,2020,1,26.9,15.2,24.1,60.5,209,3734
21,2,2020,0,20,14,27.7,82.5,55.3,4200
22,2,2020,0,24,13,14.8,77.9,165.9,3673
23,2,2020,0,26.4,14.5,14.8,74.9,202,3605
24,2,2020,0,25.7,14.1,13,71.5,208.5,3738
25,2,2020,0,25.5,14,18.4,75.5,223.7,3573
26,2,2020,0,26.7,14.4,14.2,70.3,219.5,3558
27,2,2020,0,27,15,13,77.5,206.3,3514
28,2,2020,0,25.9,17.9,20.5,76,188.3,3678
29,2,2020,18.403,26.9,16,24.1,79.8,134.9,3407
1,4,2020,0.448,32.3,18.9,16.6,59.4,267.9,2465
2,4,2020,0,30.8,18,22.3,52.8,291.8,2296
3,4,2020,0,30,16,16.6,44.2,300.9,2257
4,4,2020,0,32,16,16.6,45.7,297.9,2163
5,4,2020,0,33,18.3,11.2,48.7,284,2220
